1.0000,1.0087,1.0109,1.0120,1.0124,1.0126,1.0125,1.0125,1.0118,1.0137,1.0142,1.0142,1.0141,1.0141,1.0140,1.0845,1.0973,1.0970,1.0962,1.0954,1.0946,1.0940,1.1625,1.1623,1.1621,1.1618,1.1617,1.1615,1.1614,1.3256,1.3225,1.3210,1.3203,1.3199,1.3198,1.3197,1.4572,1.4685,1.4655,1.4639,1.4638,1.4641,1.4643,1.5946,1.5921,1.5903,1.5898,1.5900,1.5903,1.5904,1.7286,1.7275,1.7265,1.7259,1.7257,1.7257,1.7256,1.7595,1.7587,1.7579,1.7575,1.7573,1.7573,1.7575,1.7573,1.7573,1.7579,1.7575,1.7573,1.7573,1.8001,1.8250,1.8242,1.8238,1.8236,1.8236,1.8236,1.8236,1.8238,1.8236,1.8236,1.8236,1.8236,1.8238,1.8236,1.8236,1.8236,1.8236,1.8236,1.8236,1.8236,1.8236,1.8374,1.8366,1.8363,1.8362,1.8361,1.8361,1.8361,1.8361,1.8361,1.8361,1.8361,1.8361,1.8361,1.8361
1.0000,1.0088,1.0109,1.0120,1.0125,1.0126,1.0126,1.0125,1.0119,1.0139,1.0142,1.0142,1.0141,1.0141,1.0140,1.0864,1.0967,1.0967,1.0960,1.0952,1.0944,1.0938,1.1629,1.1627,1.1625,1.1623,1.1621,1.1620,1.1619,1.3151,1.3147,1.3142,1.3138,1.3135,1.3133,1.3131,1.4661,1.4645,1.4634,1.4631,1.4633,1.4634,1.4635,1.5936,1.5920,1.5911,1.5910,1.5911,1.5912,1.5913,1.7319,1.7308,1.7299,1.7294,1.7291,1.7290,1.7290,1.7628,1.7620,1.7614,1.7610,1.7608,1.7608,1.7610,1.7608,1.7608,1.7614,1.7610,1.7608,1.7608,1.8042,1.8257,1.8251,1.8248,1.8246,1.8245,1.8243,1.8244,1.8248,1.8246,1.8245,1.8244,1.8244,1.8248,1.8246,1.8245,1.8244,1.8244,1.8246,1.8245,1.8244,1.8244,1.8400,1.8395,1.8391,1.8389,1.8388,1.8388,1.8387,1.8387,1.8387,1.8387,1.8387,1.8387,1.8387,1.8387
1.0000,1.0087,1.0108,1.0119,1.0124,1.0125,1.0125,1.0125,1.0127,1.0141,1.0143,1.0143,1.0142,1.0142,1.0141,1.0898,1.0958,1.0954,1.0947,1.0940,1.0933,1.0928,1.1632,1.1634,1.1632,1.1630,1.1628,1.1627,1.1626,1.3120,1.3117,1.3113,1.3109,1.3107,1.3105,1.3104,1.4775,1.4762,1.4750,1.4746,1.4747,1.4749,1.4750,1.5917,1.5896,1.5883,1.5880,1.5882,1.5883,1.5885,1.7290,1.7296,1.7285,1.7276,1.7271,1.7269,1.7268,1.7572,1.7564,1.7558,1.7554,1.7552,1.7552,1.7554,1.7552,1.7552,1.7558,1.7554,1.7552,1.7552,1.7983,1.8199,1.8195,1.8191,1.8190,1.8189,1.8188,1.8188,1.8191,1.8189,1.8189,1.8188,1.8188,1.8191,1.8189,1.8189,1.8188,1.8188,1.8189,1.8189,1.8188,1.8188,1.8324,1.8320,1.8318,1.8316,1.8316,1.8315,1.8315,1.8315,1.8315,1.8315,1.8315,1.8315,1.8315,1.8315
1.0000,1.0100,1.0120,1.0128,1.0131,1.0132,1.0131,1.0130,1.0135,1.0149,1.0150,1.0150,1.0149,1.0149,1.0148,1.1023,1.1017,1.1009,1.1003,1.0998,1.0995,1.0992,1.1773,1.1771,1.1769,1.1767,1.1767,1.1766,1.1765,1.3448,1.3444,1.3439,1.3436,1.3434,1.3432,1.3431,1.5091,1.5078,1.5074,1.5074,1.5074,1.5075,1.5075,1.6521,1.6501,1.6492,1.6490,1.6490,1.6490,1.6490,1.8026,1.8020,1.8016,1.8014,1.8013,1.8012,1.8012,1.8397,1.8388,1.8383,1.8380,1.8378,1.8377,1.8380,1.8378,1.8377,1.8383,1.8380,1.8378,1.8377,1.8796,1.9099,1.9093,1.9090,1.9089,1.9088,1.9087,1.9087,1.9090,1.9088,1.9088,1.9087,1.9087,1.9090,1.9088,1.9088,1.9087,1.9087,1.9088,1.9088,1.9087,1.9087,1.9227,1.9222,1.9219,1.9217,1.9216,1.9216,1.9216,1.9214,1.9214,1.9214,1.9214,1.9214,1.9214,1.9214
1.0000,1.0089,1.0111,1.0121,1.0125,1.0127,1.0126,1.0126,1.0130,1.0141,1.0143,1.0143,1.0142,1.0141,1.0141,1.0882,1.0979,1.0971,1.0962,1.0953,1.0947,1.0943,1.1653,1.1651,1.1648,1.1646,1.1644,1.1643,1.1642,1.3204,1.3205,1.3200,1.3195,1.3192,1.3189,1.3188,1.4714,1.4699,1.4691,1.4689,1.4691,1.4692,1.4693,1.5995,1.5982,1.5976,1.5976,1.5976,1.5978,1.5978,1.7387,1.7380,1.7375,1.7372,1.7370,1.7369,1.7369,1.7708,1.7703,1.7699,1.7696,1.7696,1.7695,1.7696,1.7696,1.7695,1.7699,1.7696,1.7696,1.7695,1.8123,1.8354,1.8348,1.8345,1.8344,1.8343,1.8343,1.8341,1.8345,1.8344,1.8343,1.8343,1.8342,1.8345,1.8344,1.8343,1.8343,1.8342,1.8344,1.8343,1.8343,1.8342,1.8565,1.8555,1.8554,1.8554,1.8554,1.8554,1.8555,1.8555,1.8555,1.8555,1.8555,1.8555,1.8555,1.8555
1.0000,1.0098,1.0118,1.0127,1.0130,1.0131,1.0130,1.0129,1.0139,1.0149,1.0149,1.0148,1.0148,1.0147,1.0147,1.1015,1.1009,1.1001,1.0995,1.0990,1.0986,1.0984,1.1760,1.1758,1.1756,1.1755,1.1753,1.1753,1.1752,1.3420,1.3415,1.3410,1.3406,1.3403,1.3401,1.3400,1.5032,1.5024,1.5021,1.5021,1.5021,1.5021,1.5021,1.6424,1.6416,1.6413,1.6413,1.6413,1.6413,1.6413,1.7963,1.7951,1.7943,1.7938,1.7936,1.7935,1.7935,1.8300,1.8296,1.8292,1.8291,1.8290,1.8289,1.8291,1.8290,1.8289,1.8292,1.8291,1.8290,1.8289,1.8709,1.9003,1.8998,1.8995,1.8992,1.8992,1.8992,1.8992,1.8995,1.8993,1.8993,1.8992,1.8992,1.8995,1.8993,1.8993,1.8992,1.8992,1.8993,1.8993,1.8992,1.8992,1.9152,1.9147,1.9145,1.9144,1.9143,1.9142,1.9142,1.9142,1.9142,1.9142,1.9142,1.9142,1.9142,1.9142
1.0000,1.0086,1.0108,1.0119,1.0124,1.0125,1.0125,1.0124,1.0121,1.0139,1.0142,1.0142,1.0141,1.0140,1.0139,1.0921,1.0954,1.0952,1.0945,1.0938,1.0932,1.0927,1.1610,1.1609,1.1607,1.1605,1.1604,1.1602,1.1601,1.3113,1.3109,1.3104,1.3099,1.3096,1.3094,1.3093,1.4599,1.4586,1.4578,1.4576,1.4578,1.4579,1.4579,1.5853,1.5841,1.5834,1.5833,1.5834,1.5835,1.5836,1.7220,1.7211,1.7203,1.7198,1.7196,1.7195,1.7195,1.7589,1.7584,1.7577,1.7572,1.7569,1.7568,1.7572,1.7569,1.7568,1.7577,1.7572,1.7569,1.7568,1.7998,1.8218,1.8214,1.8209,1.8207,1.8207,1.8207,1.8207,1.8209,1.8208,1.8207,1.8206,1.8206,1.8209,1.8207,1.8207,1.8206,1.8206,1.8207,1.8207,1.8206,1.8206,1.8253,1.8249,1.8247,1.8244,1.8244,1.8243,1.8243,1.8243,1.8243,1.8243,1.8243,1.8243,1.8243,1.8243
1.0000,1.0088,1.0109,1.0120,1.0125,1.0126,1.0126,1.0125,1.0125,1.0141,1.0142,1.0142,1.0141,1.0141,1.0140,1.0861,1.0958,1.0986,1.0981,1.0973,1.0966,1.0960,1.1631,1.1629,1.1627,1.1625,1.1624,1.1623,1.1622,1.3155,1.3152,1.3147,1.3142,1.3140,1.3137,1.3136,1.4666,1.4650,1.4637,1.4633,1.4635,1.4637,1.4637,1.5987,1.5984,1.5974,1.5968,1.5968,1.5968,1.5969,1.7329,1.7318,1.7310,1.7305,1.7303,1.7302,1.7301,1.7615,1.7609,1.7603,1.7600,1.7598,1.7597,1.7600,1.7598,1.7597,1.7603,1.7600,1.7598,1.7597,1.8008,1.8295,1.8289,1.8286,1.8283,1.8283,1.8282,1.8282,1.8285,1.8283,1.8282,1.8282,1.8282,1.8285,1.8283,1.8282,1.8282,1.8282,1.8283,1.8282,1.8282,1.8282,1.8395,1.8391,1.8388,1.8386,1.8385,1.8385,1.8385,1.8385,1.8385,1.8385,1.8385,1.8385,1.8385,1.8385
1.0000,1.0091,1.0112,1.0123,1.0127,1.0128,1.0127,1.0127,1.0122,1.0139,1.0144,1.0144,1.0143,1.0142,1.0142,1.0862,1.1001,1.0993,1.0983,1.0974,1.0966,1.0961,1.1681,1.1679,1.1676,1.1674,1.1672,1.1671,1.1670,1.3255,1.3250,1.3244,1.3239,1.3235,1.3232,1.3230,1.4805,1.4789,1.4778,1.4776,1.4777,1.4779,1.4779,1.6129,1.6110,1.6100,1.6100,1.6102,1.6103,1.6103,1.7541,1.7530,1.7520,1.7516,1.7513,1.7512,1.7512,1.7876,1.7865,1.7859,1.7855,1.7852,1.7852,1.7855,1.7852,1.7852,1.7859,1.7855,1.7852,1.7852,1.8293,1.8525,1.8517,1.8513,1.8511,1.8510,1.8510,1.8510,1.8512,1.8511,1.8510,1.8509,1.8509,1.8513,1.8511,1.8511,1.8510,1.8509,1.8510,1.8511,1.8510,1.8510,1.8669,1.8663,1.8661,1.8660,1.8660,1.8659,1.8659,1.8659,1.8659,1.8659,1.8659,1.8659,1.8659,1.8659
1.0000,1.0085,1.0107,1.0118,1.0123,1.0125,1.0125,1.0124,1.0119,1.0137,1.0140,1.0140,1.0140,1.0139,1.0138,1.0825,1.0957,1.0951,1.0942,1.0933,1.0925,1.0920,1.1599,1.1602,1.1599,1.1597,1.1595,1.1594,1.1593,1.3094,1.3090,1.3085,1.3080,1.3077,1.3074,1.3072,1.4578,1.4561,1.4547,1.4543,1.4544,1.4546,1.4548,1.5843,1.5822,1.5805,1.5799,1.5801,1.5804,1.5805,1.7191,1.7180,1.7167,1.7157,1.7153,1.7151,1.7150,1.7505,1.7495,1.7485,1.7478,1.7474,1.7472,1.7478,1.7474,1.7472,1.7485,1.7478,1.7474,1.7472,1.7900,1.8169,1.8153,1.8145,1.8142,1.8141,1.8140,1.8140,1.8145,1.8142,1.8141,1.8140,1.8140,1.8145,1.8142,1.8141,1.8140,1.8140,1.8142,1.8141,1.8140,1.8140,1.8247,1.8235,1.8230,1.8228,1.8227,1.8226,1.8226,1.8226,1.8226,1.8226,1.8226,1.8226,1.8226,1.8226
